8.13956,-5.38859,0
7.05824,-3.99929,0
8.61781,-4.92944,0
8.66935,-5.69717,0
8.91915,-6.4199,0
7.97876,-3.73518,0
8.03536,-5.82987,0
8.81844,-3.26595,0
7.91073,-5.3749,0
7.78937,-4.55617,0
8.3925,-5.42564,0
6.71274,-5.77175,0
9.3079,-5.68946,0
9.20532,-7.09389,0
5.45636,-6.42876,0
6.57485,-4.43263,0
6.89156,-7.72547,0
7.6176,-5.30059,0
5.58045,-6.00778,0
7.7907,-7.44868,0
8.32975,-7.56303,0
8.34263,-5.06682,0
7.23706,-7.2911,0
8.72158,-6.11855,0
7.86891,-6.35297,0
6.07639,-3.65492,0
9.37233,-6.18976,0
6.57595,-6.04788,0
8.26318,-5.45674,0
7.80129,-5.50515,0
6.60195,-7.23109,0
6.10673,-4.77453,0
8.24375,-5.08999,0
7.11192,-6.84848,0
8.32327,-4.83533,0
9.31098,-4.61962,0
7.78319,-5.78805,0
7.92526,-5.81747,0
6.78136,-5.13921,0
5.5693,-5.8761,0
8.64718,-5.64482,0
7.29365,-5.56589,0
6.49935,-6.40656,0
7.79208,-4.06079,0
7.7832,-7.06636,0
7.34461,-6.50126,0
7.06772,-4.99476,0
7.62457,-5.28446,0
7.59395,-7.67394,0
5.77144,-6.89784,0
6.11433,-6.01189,0
7.81812,-4.72682,0
5.64655,-6.62665,0
8.53767,-4.83524,0
6.54101,-6.33966,0
8.75281,-4.25922,0
5.80683,-6.25379,0
8.28347,-5.8815,0
6.53068,-4.55777,0
8.23192,-5.32643,0
6.80136,-5.72973,0
5.99897,-5.69944,0
5.75552,-5.50315,0
6.77917,-5.14946,0
8.3612,-7.23351,0
6.98533,-6.52419,0
7.95463,-3.86613,0
7.99536,-5.93508,0
7.4687,-6.1611,0
9.31029,-4.57444,0
6.46322,-8.92713,0
7.41973,-5.82805,0
7.46003,-4.50227,0
7.25938,-5.7212,0
6.35125,-5.18836,0
7.86934,-5.37958,0
9.16981,-7.00002,0
7.60335,-5.72939,0
8.84665,-6.82558,0
8.14002,-7.73172,0
8.60835,-5.19035,0
8.037,-4.87707,0
9.16087,-4.82389,0
8.08443,-5.58447,0
6.23527,-6.14144,0
8.88701,-5.38982,0
6.99509,-3.75771,0
8.20889,-5.33608,0
6.93954,-4.67325,0
8.32722,-5.09032,0
7.22633,-4.53335,0
6.75379,-4.97726,0
8.04804,-4.50534,0
7.34543,-4.39192,0
7.28701,-4.10495,0
6.51842,-4.6619,0
8.64607,-6.12362,0
7.85719,-6.44389,0
8.1075,-6.35123,0
6.81965,-6.3144,0
7.27005,-6.93924,0
7.49422,-4.92463,0
7.10473,-6.63476,0
7.29134,-5.95962,0
6.64618,-4.0643,0
7.407,-4.45756,0
8.15287,-6.93161,0
6.30895,-5.78242,0
6.82153,-5.18449,0
8.65806,-6.90402,0
7.67672,-6.40859,0
8.40375,-5.84251,0
8.18736,-6.10313,0
7.08826,-5.84891,0
6.20104,-7.2209,0
7.32058,-5.52583,0
7.03098,-4.68862,0
7.17493,-5.41135,0
8.34616,-6.3748,0
6.95863,-5.62623,0
7.28668,-7.42238,0
8.41899,-3.43863,0
7.70607,-6.13515,0
8.61882,-5.13262,0
8.63283,-5.99077,0
7.74696,-5.10239,0
7.94469,-6.44953,0
6.3608,-5.3174,0
6.5064,-6.35342,0
8.54536,-7.77656,0
6.01644,-6.0767,0
7.2334,-5.26199,0
8.00537,-5.13107,0
7.20216,-5.35272,0
8.44953,-6.28509,0
6.61956,-5.41798,0
6.604,-6.73061,0
7.39926,-4.50338,0
6.08502,-6.61254,0
9.05789,-6.0011,0
6.61602,-5.91234,0
6.56502,-6.02199,0
8.03046,-4.10587,0
8.76566,-5.74584,0
8.76962,-4.97136,0
9.73067,-5.69457,0
6.434,-5.73439,0
6.21432,-5.61507,0
7.16032,-5.86536,0
7.10491,-5.94884,0
8.27185,-6.30682,0
9.62938,-5.50895,0
6.26183,-6.1514,0
8.26898,-5.25236,0
8.85536,-5.24957,0
8.91623,-5.78509,0
7.46323,-6.7855,0
6.87858,-5.38229,0
8.07165,-5.60882,0
8.10514,-7.21479,0
7.25037,-6.73877,0
6.27626,-5.58733,0
8.21685,-6.1578,0
7.74977,-7.31509,0
5.87841,-5.2579,0
6.03935,-7.28219,0
7.03504,-4.9565,0
7.73048,-6.91914,0
5.83152,-6.98843,0
6.8419,-6.29954,0
7.56448,-7.60582,0
7.02258,-6.26347,0
5.98433,-4.79058,0
6.39267,-6.21076,0
8.25786,-5.42505,0
8.79985,-6.17386,0
7.65686,-6.58415,0
8.00605,-5.55733,0
6.42771,-4.99001,0
7.4531,-6.80832,0
7.57847,-5.85697,0
8.74199,-5.77359,0
6.59226,-6.09972,0
7.31266,-5.77172,0
7.91578,-5.62701,0
6.66446,-5.04131,0
7.41101,-7.50625,0
6.82463,-4.59813,0
8.08972,-6.80028,0
8.32619,-5.52116,0
8.46659,-5.92639,0
8.24524,-5.97102,0
7.41273,-6.85336,0
8.03449,-5.70738,0
7.42786,-5.56525,0
5.70817,-5.03057,0
7.5856,-6.45078,0
5.35083,-6.72771,0
7.51763,-6.46543,0
8.60217,-5.99155,0
7.56367,-8.91399,0
8.24102,-7.22554,0
-6.67161,7.35325,1
-3.64344,6.60789,1
-4.69157,8.63579,1
-6.36653,8.13344,1
-5.71253,4.9902,1
-7.07026,7.51317,1
-5.06969,8.18364,1
-6.5595,7.85485,1
-7.84759,7.37266,1
-5.0535,6.55131,1
-5.30487,7.06491,1
-5.95283,7.7434,1
-5.22586,6.80239,1
-5.64848,6.54195,1
-4.84078,5.97456,1
-3.65957,7.01013,1
-4.13951,7.76249,1
-5.72525,6.60673,1
-7.56888,7.80272,1
-4.5857,7.51693,1
-6.09297,6.55438,1
-4.59518,6.38653,1
-6.18358,7.51684,1
-6.04118,6.22166,1
-5.85155,7.02431,1
-5.15778,5.90812,1
-4.54499,7.49334,1
-3.52692,7.54411,1
-4.2404,7.34577,1
-4.10038,8.2276,1
-5.23739,7.15737,1
-4.18707,8.71284,1
-4.94651,6.03645,1
-4.65956,4.07078,1
-5.64133,7.79103,1
-6.11563,6.41985,1
-4.58246,7.23363,1
-5.84907,6.63662,1
-5.69291,8.1289,1
-5.93808,5.97129,1
-6.71399,7.17597,1
-6.51485,8.87025,1
-5.73582,7.4563,1
-4.40798,6.00884,1
-5.8397,7.05774,1
-4.14148,6.00634,1
-3.2804,6.54386,1
-6.63628,6.76891,1
-6.34707,5.15578,1
-3.85548,6.99645,1
-5.95425,5.65245,1
-6.2697,7.17666,1
-5.3358,4.31377,1
-5.65788,6.9409,1
-5.63396,5.69658,1
-5.21227,6.24398,1
-3.13575,7.12462,1
-4.21472,5.37754,1
-6.25903,6.41458,1
-7.18988,6.80034,1
